#EMOJI,TITLE,CATEGORY,CODEPOINT,PARENTCODEPOINT,ANNOTATIONS,BRI,VERSION
🚶🏾‍♂️,man walking,SMILEYS & PEOPLE,U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,U+1F6B6 U+200D U+2642 U+FE0F,hike;man;walk,stroll;,10.3
🚶🏿‍♂️,man walking,SMILEYS & PEOPLE,U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,U+1F6B6 U+200D U+2642 U+FE0F,hike;man;walk,stroll;,10.3
🏃‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃🏻‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃🏼‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃🏽‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃🏾‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃🏿‍♀️,Woman Running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F,U+1F3C3 U+200D U+2640 U+FE0F,marathon;person;runner;running,race;exercise;jog;,9
🏃‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
🏃🏻‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
🏃🏼‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
🏃🏽‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
🏃🏾‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
🏃🏿‍♂️,man running,SMILEYS & PEOPLE,U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F,U+1F3C3 U+200D U+2642 U+FE0F,man;marathon;racing;running,race;exercise;jog;,10.3
👫,Man and Woman Holding Hands,SMILEYS & PEOPLE,U+1F46B,,couple;hand;hold;man;person;woman,,9
👭,Two Women Holding Hands,SMILEYS & PEOPLE,U+1F46D,,couple;hand;hold;person;woman,,9
👬,Two Men Holding Hands,SMILEYS & PEOPLE,U+1F46C,,couple;gemini;hand;hold;man;person;twins;zodiac,,9
💑,Couple With Heart,SMILEYS & PEOPLE,U+1F491,,couple;heart;love;person;romance,,9
👩‍❤️‍👩,"Couple With Heart (Woman;Woman)",SMILEYS & PEOPLE,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,,couple;heart;love;person;romance,,9
👨‍❤️‍👨,"Couple With Heart (Man;Man)",SMILEYS & PEOPLE,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,,couple;heart;love;person;romance,,9
💏,Kiss,SMILEYS & PEOPLE,U+1F48F,,couple;kiss;person;romance,,9
👩‍❤️‍💋‍👩,"Kiss (Woman;Woman)",SMILEYS & PEOPLE,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,,couple;kiss;person;romance,,9
👨‍❤️‍💋‍👨,"Kiss (Man;Man)",SMILEYS & PEOPLE,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,,couple;kiss;person;romance,,9
👪,Family,SMILEYS & PEOPLE,U+1F46A,,child;family;father;mother,,9
👨‍👩‍👧,"Family (Man;Woman;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F469 U+200D U+1F467,,child;family;father;mother,,9
👨‍👩‍👧‍👦,"Family (Man;Woman;Girl;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,,child;family;father;mother;children,,9
👨‍👩‍👦‍👦,"Family (Man;Woman;Boy;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,,child;family;father;mother;children,,9
👨‍👩‍👧‍👧,"Family (Man;Woman;Girl;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,,child;family;father;mother;children,,9
👩‍👩‍👦,"Family (Woman;Woman;Boy)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F469 U+200D U+1F466,,child;family;mother,,9
👩‍👩‍👧,"Family (Woman;Woman;Girl)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F469 U+200D U+1F467,,child;family;mother,,9
👩‍👩‍👧‍👦,"Family (Woman;Woman;Girl;Boy)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,,child;family;mother;children,,9
👩‍👩‍👦‍👦,"Family (Woman;Woman;Boy;Boy)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,,child;family;mother;children,,9
👩‍👩‍👧‍👧,"Family (Woman;Woman;Girl;Girl)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,,child;family;mother;children,,9
👨‍👨‍👦,"Family (Man;Man;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F468 U+200D U+1F466,,child;family;father,,9
👨‍👨‍👧,"Family (Man;Man;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F468 U+200D U+1F467,,child;family;father,,9
👨‍👨‍👧‍👦,"Family (Man;Man;Girl;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,,child;family;father;children,,9
👨‍👨‍👦‍👦,"Family (Man;Man;Boy;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,,child;family;father;children,,9
👨‍👨‍👧‍👧,"Family (Man;Man;Girl;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,,child;family;father;children,,9
👩‍👦,"Family (Woman;Boy)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F466,,mother;family;child,,9
👩‍👧,"Family (Woman;Girl)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F467,,mother;family;child,,9
👩‍👧‍👦,"Family (Woman;Boy;Girl)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F467 U+200D U+1F466,,mother;family;child;children,,9
👩‍👦‍👦,"Family (Woman;Boy;Boy)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F466 U+200D U+1F466,,mother;family;child;children,,9
👩‍👧‍👧,"Family (Woman;Girl;Girl)",SMILEYS & PEOPLE,U+1F469 U+200D U+1F467 U+200D U+1F467,,mother;family;child;children,,9
👨‍👦,"Family (Man;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F466,,father;child;family,,9
👨‍👧,"Family (Man;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F467,,father;child;family,,9
👨‍👧‍👦,"Family (Man;Boy;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F467 U+200D U+1F466,,father;child;family;children,,9
👨‍👦‍👦,"Family (Man;Boy;Boy)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F466 U+200D U+1F466,,father;child;family;children,,9
👨‍👧‍👧,"Family (Man;Girl;Girl)",SMILEYS & PEOPLE,U+1F468 U+200D U+1F467 U+200D U+1F467,,father;child;family;children,,9
🧶,yarn,SMILEYS & PEOPLE,U+1F9F6,,ball;crochet;knit;yarn,knit;,12.1
🧵,thread,SMILEYS & PEOPLE,U+1F9F5,,needle;sewing;spool;string;thread,spool;sew;sewing;,12.1
🧥,coat,SMILEYS & PEOPLE,U+1F9E5,,jacket,,11.1
🥼,lab coat,SMILEYS & PEOPLE,U+1F97C,,doctor;experiment;lab coat;scientist,doctor;scientist;lab;experiment;,12.1
👚,Womans Clothes,SMILEYS & PEOPLE,U+1F45A,,clothing;object;person;woman,,9
👕,T-Shirt,SMILEYS & PEOPLE,U+1F455,,clothing;object;person;shirt;tshirt,,9
👖,Jeans,SMILEYS & PEOPLE,U+1F456,,clothing;jeans;object;pants;person;trousers,,9
👔,Necktie,SMILEYS & PEOPLE,U+1F454,,clothing;necktie;object;person,business,9
👗,Dress,SMILEYS & PEOPLE,U+1F457,,clothing;dress;object;person,,9
👙,Bikini,SMILEYS & PEOPLE,U+1F459,,bikini;clothing;object;person;swim,outdoors;beach;summer,9
👘,Kimono,SMILEYS & PEOPLE,U+1F458,,clothing;kimono;object;person,,9
🥿,flat shoe,SMILEYS & PEOPLE,U+1F97F,,ballet flat;flat shoe;slip-on;slipper,flat;slipper;ballet;,12.1
👠,High-Heeled Shoe,SMILEYS & PEOPLE,U+1F460,,clothing;heel;object;person;shoe;woman,,9
👡,Womans Sandal,SMILEYS & PEOPLE,U+1F461,,clothing;object;person;sandal;shoe;woman,,9
👢,Womans Boots,SMILEYS & PEOPLE,U+1F462,,boot;clothing;object;person;shoe;woman,,9
👞,Mans Shoe,SMILEYS & PEOPLE,U+1F45E,,clothing;man;object;person;shoe,,9
👟,Athletic Shoe,SMILEYS & PEOPLE,U+1F45F,,athletic;clothing;object;person;shoe;sneaker,,9
🥾,hiking boot,SMILEYS & PEOPLE,U+1F97E,,backpacking;boot;camping;hiking,hike;boot;,12.1
🧦,socks,SMILEYS & PEOPLE,U+1F9E6,,stocking,,11.1
🧤,gloves,SMILEYS & PEOPLE,U+1F9E4,,hand,,11.1
🧣,scarf,SMILEYS & PEOPLE,U+1F9E3,,neck,,11.1
🎩,Top Hat,SMILEYS & PEOPLE,U+1F3A9,,activity;clothing;entertainment;hat;object;person;top;tophat,fancy,9
🧢,billed cap,SMILEYS & PEOPLE,U+1F9E2,,baseball cap,,11.1
👒,Womans Hat,SMILEYS & PEOPLE,U+1F452,,clothing;hat;object;person;woman,,9
🎓,Graduation Cap,SMILEYS & PEOPLE,U+1F393,,activity;cap;celebration;clothing;education;graduation;hat;object,college;high school,9
⛑,Helmet With White Cross,SMILEYS & PEOPLE,U+26D1,,aid;cross;face;hat;helmet;person,,9
👑,Crown,SMILEYS & PEOPLE,U+1F451,,clothing;crown;king;object;person;queen,royal;royalty,9
💍,Ring,SMILEYS & PEOPLE,U+1F48D,,diamond;emotion;object;person;ring;romance,marriage;engagement,9
👝,Pouch,SMILEYS & PEOPLE,U+1F45D,,bag;clothing;object;person;pouch,,9
👛,Purse,SMILEYS & PEOPLE,U+1F45B,,clothing;coin;object;person;purse,,9
👜,Handbag,SMILEYS & PEOPLE,U+1F45C,,bag;clothing;handbag;object;person,work,9
💼,Briefcase,SMILEYS & PEOPLE,U+1F4BC,,briefcase;object;office;person,,9
🎒,School Satchel,SMILEYS & PEOPLE,U+1F392,,activity;bag;education;object;satchel;school,,9
🧳,luggage,SMILEYS & PEOPLE,U+1F9F3,,luggage;packing;travel,travel;,12.1
👓,Eyeglasses,SMILEYS & PEOPLE,U+1F453,,clothing;eye;eyeglasses;eyewear;glasses;object;person,,9
🕶,Dark Sunglasses,SMILEYS & PEOPLE,U+1F576,,dark;eye;eyewear;glasses;object;sunglasses,,9
🥽,goggles,SMILEYS & PEOPLE,U+1F97D,,eye protection;goggles;swimming;welding,science;diving;swimming;,12.1
🌂,Closed Umbrella,SMILEYS & PEOPLE,U+1F302,,clothing;nature;person;rain;umbrella;weather,,9
🐶,Dog Face,ANIMALS & NATURE,U+1F436,,animal;dog;face;nature;pet,puppy,9
🐱,Cat Face,ANIMALS & NATURE,U+1F431,,animal;cat;face;nature;pet,kitty;kitten,9
🐭,Mouse Face,ANIMALS & NATURE,U+1F42D,,animal;face;mouse;nature,,9
🐹,Hamster Face,ANIMALS & NATURE,U+1F439,,animal;face;hamster;nature;pet,guinea pig,9
🐰,Rabbit Face,ANIMALS & NATURE,U+1F430,,animal;bunny;face;nature;pet;rabbit,,9
🦊,Fox Face,ANIMALS & NATURE,U+1F98A,,animal;nature;face;fox,,10.2
🐻,Bear Face,ANIMALS & NATURE,U+1F43B,,animal;bear;face;nature,,9
🐼,Panda Face,ANIMALS & NATURE,U+1F43C,,animal;face;nature;panda,ari,9
🐨,Koala,ANIMALS & NATURE,U+1F428,,animal;bear;koala;nature,,9
🐯,Tiger Face,ANIMALS & NATURE,U+1F42F,,animal;face;nature;tiger,don,9
🦁,Lion Face,ANIMALS & NATURE,U+1F981,,animal;face;leo;lion;nature;zodiac,,9
🐮,Cow Face,ANIMALS & NATURE,U+1F42E,,animal;cow;face;nature,,9
🐷,Pig Face,ANIMALS & NATURE,U+1F437,,animal;face;nature;pig,,9
🐽,Pig Nose,ANIMALS & NATURE,U+1F43D,,animal;face;nature;nose;pig,,9
🐸,Frog Face,ANIMALS & NATURE,U+1F438,,animal;face;frog;nature,,9
🐵,Monkey Face,ANIMALS & NATURE,U+1F435,,animal;face;monkey;nature,,9
🙈,See-No-Evil Monkey,ANIMALS & NATURE,U+1F648,,animal;evil;face;forbidden;gesture;monkey;nature;no;not;prohibited;see,nope;scared;scary;,9
🙉,Hear-No-Evil Monkey,ANIMALS & NATURE,U+1F649,,animal;evil;face;forbidden;gesture;hear;monkey;nature;no;not;prohibited,stop;shh;,9
🙊,Speak-No-Evil Monkey,ANIMALS & NATURE,U+1F64A,,animal;evil;face;forbidden;gesture;monkey;nature;no;not;prohibited;speak,oh my;wow;,9
🐒,Monkey,ANIMALS & NATURE,U+1F412,,animal;monkey;nature,,9
🐔,Chicken,ANIMALS & NATURE,U+1F414,,animal;chicken;nature,,9
🐧,Penguin,ANIMALS & NATURE,U+1F427,,animal;nature;penguin,,9
🐦,Bird,ANIMALS & NATURE,U+1F426,,animal;bird;nature,,9
🐤,Baby Chick,ANIMALS & NATURE,U+1F424,,animal;baby;chick;nature,chirp,9
🐣,Hatching Chick,ANIMALS & NATURE,U+1F423,,animal;baby;chick;hatching;nature,chirp,9
🐥,Front-Facing Baby Chick,ANIMALS & NATURE,U+1F425,,animal;baby;chick;nature,chirp,9
🦆,Duck,ANIMALS & NATURE,U+1F986,,animal;nature;bird;duck,,10.2
🦅,Eagle,ANIMALS & NATURE,U+1F985,,animal;nature;bird;eagle,america;bald;freedom,10.2
🦉,Owl,ANIMALS & NATURE,U+1F989,,animal;nature;bird;owl;wise,,10.2
🦇,Bat,ANIMALS & NATURE,U+1F987,,animal;nature;bird;bat,,10.2
🐺,Wolf Face,ANIMALS & NATURE,U+1F43A,,animal;face;nature;wolf,,9
🐗,Boar,ANIMALS & NATURE,U+1F417,,animal;boar;nature;pig,,9
🐴,Horse Face,ANIMALS & NATURE,U+1F434,,animal;face;horse;nature,,9
🦄,Unicorn Face,ANIMALS & NATURE,U+1F984,,animal;face;nature;unicorn,lexi,9
🐝,Honeybee,ANIMALS & NATURE,U+1F41D,,animal;bee;honeybee;insect;nature,,9
🐛,Bug,ANIMALS & NATURE,U+1F41B,,animal;bug;insect;nature,caterpillar,9
🦋,Butterfly,ANIMALS & NATURE,U+1F98B,,butterfly;insect;pretty;animal;nature,,10.2
🐌,Snail,ANIMALS & NATURE,U+1F40C,,animal;nature;snail,,9
🐞,Lady Beetle,ANIMALS & NATURE,U+1F41E,,animal;beetle;insect;lady beetle;ladybird;ladybug;nature,,9
🐜,Ant,ANIMALS & NATURE,U+1F41C,,animal;ant;insect;nature,,9
🦟,mosquito,ANIMALS & NATURE,U+1F99F,,disease;fever;insect;malaria;mosquito;virus,bug;insect;,12.1
🦗,cricket,ANIMALS & NATURE,U+1F997,,grasshopper;Orthoptera,,11.1
🕷,Spider,ANIMALS & NATURE,U+1F577,,animal;insect;object;spider,,9
🕸,Spider Web,ANIMALS & NATURE,U+1F578,,animal;object;spider;web,,9
🦂,Scorpion,ANIMALS & NATURE,U+1F982,,animal;nature;scorpio;scorpion;scorpius;zodiac,,9
🐢,Turtle,ANIMALS & NATURE,U+1F422,,animal;nature;turtle,cute,9
🐍,Snake,ANIMALS & NATURE,U+1F40D,,animal;bearer;nature;ophiuchus;serpent;snake;zodiac,snek;,9
🦎,Lizard,ANIMALS & NATURE,U+1F98E,,animal;nature;lizard;reptile,,10.2
🦖,T-Rex,ANIMALS & NATURE,U+1F996,,Tyrannosaurus Rex,dinosaur;dino,11.1
🦕,sauropod,ANIMALS & NATURE,U+1F995,,brachiosaurus;brontosaurus;diplodocus,dinosaur;dino,11.1
🐙,Octopus,ANIMALS & NATURE,U+1F419,,animal;nature;octopus,,9
🦑,Squid,ANIMALS & NATURE,U+1F991,,food;molusc;squid;animal;nature,,10.2
🦐,Shrimp,ANIMALS & NATURE,U+1F990,,animal;nature;food;shrimp;shellfish;small,,10.2
🦞,lobster,ANIMALS & NATURE,U+1F99E,,bisque;claws;lobster;seafood,seafood;animal;,12.1
🦀,Crab,ANIMALS & NATURE,U+1F980,,animal;cancer;crab;nature;zodiac,,9
🐡,Blowfish,ANIMALS & NATURE,U+1F421,,animal;blowfish;fish;nature,,9
🐠,Tropical Fish,ANIMALS & NATURE,U+1F420,,animal;fish;nature;tropical,,9
🐟,Fish,ANIMALS & NATURE,U+1F41F,,animal;fish;nature;pisces;zodiac,,9
🐬,Dolphin,ANIMALS & NATURE,U+1F42C,,animal;dolphin;flipper;nature,,9
🐳,Spouting Whale,ANIMALS & NATURE,U+1F433,,animal;face;nature;spouting;whale,,9
🐋,Whale,ANIMALS & NATURE,U+1F40B,,animal;nature;whale,,9
🦈,Shark,ANIMALS & NATURE,U+1F988,,animal;shark;fish;nature,,10.2
🐊,Crocodile,ANIMALS & NATURE,U+1F40A,,animal;crocodile;nature,,9
🐅,Tiger,ANIMALS & NATURE,U+1F405,,animal;nature;tiger,don,9
🐆,Leopard,ANIMALS & NATURE,U+1F406,,animal;leopard;nature,,9
🦓,zebra,ANIMALS & NATURE,U+1F993,,stripe,,11.1
🦍,Gorilla,ANIMALS & NATURE,U+1F98D,,animal;gorilla;nature,,10.2
🐘,Elephant,ANIMALS & NATURE,U+1F418,,animal;elephant;nature,,9
🦛,hippopotamus,ANIMALS & NATURE,U+1F99B,,hippo;hippopotamus,hippo;animal;,12.1
🦏,Rhinoceros,ANIMALS & NATURE,U+1F98F,,animal;rhinoceros;nature,,10.2
🐪,Dromedary Camel,ANIMALS & NATURE,U+1F42A,,animal;camel;dromedary;hump;nature,,9
🐫,Bactrian Camel,ANIMALS & NATURE,U+1F42B,,animal;bactrian;camel;hump;nature,,9
🦒,giraffe,ANIMALS & NATURE,U+1F992,,spots,,11.1
🦘,kangaroo,ANIMALS & NATURE,U+1F998,,Australia;joey;jump;kangaroo;marsupial,jump;animal;,12.1
🐃,Water Buffalo,ANIMALS & NATURE,U+1F403,,animal;buffalo;nature;water,,9
🐂,Ox,ANIMALS & NATURE,U+1F402,,animal;bull;nature;ox;taurus;zodiac,,9
🐄,Cow,ANIMALS & NATURE,U+1F404,,animal;cow;nature,,9
🐎,Horse,ANIMALS & NATURE,U+1F40E,,animal;horse;nature;place;racehorse;racing,,9
🐖,Pig,ANIMALS & NATURE,U+1F416,,animal;nature;pig;sow,,9
🐏,Ram,ANIMALS & NATURE,U+1F40F,,animal;aries;nature;ram;sheep;zodiac,,9
🐑,Sheep,ANIMALS & NATURE,U+1F411,,animal;ewe;nature;sheep,,9
🦙,llama,ANIMALS & NATURE,U+1F999,,alpaca;guanaco;llama;vicuña;wool,peru;animal;alpaca,12.1
🐐,Goat,ANIMALS & NATURE,U+1F410,,animal;capricorn;goat;nature;zodiac,,9
🦌,Deer,ANIMALS & NATURE,U+1F98C,,animal;deer;nature,,10.2
🐕,Dog,ANIMALS & NATURE,U+1F415,,animal;dog;nature;pet,doggy;puppy,9
🐩,Poodle,ANIMALS & NATURE,U+1F429,,animal;dog;nature;poodle,,9
🐈,Cat,ANIMALS & NATURE,U+1F408,,animal;cat;nature;pet,,9
🐓,Rooster,ANIMALS & NATURE,U+1F413,,animal;nature;rooster,chicken,9
🦃,Turkey,ANIMALS & NATURE,U+1F983,,animal;nature;turkey,thanksgiving,9
🦚,peacock,ANIMALS & NATURE,U+1F99A,,bird;ostentatious;peacock;peahen;proud,bird;rainbow;animal;,12.1
🦜,parrot,ANIMALS & NATURE,U+1F99C,,bird;parrot;pirate;talk,toucan;animal;,12.1
🦢,swan,ANIMALS & NATURE,U+1F9A2,,bird;cygnet;swan;ugly duckling,goose;animal;,12.1
🕊,Dove of Peace,ANIMALS & NATURE,U+1F54A,,animal;bird;dove;fly;nature;peace,,9
🐇,Rabbit,ANIMALS & NATURE,U+1F407,,animal;bunny;nature;pet;rabbit,,9
🦝,raccoon,ANIMALS & NATURE,U+1F99D,,curious;raccoon;sly,animal,12.1
🦡,badger,ANIMALS & NATURE,U+1F9A1,,badger;honey badger;pester,animal,12.1
🐁,Mouse,ANIMALS & NATURE,U+1F401,,animal;mouse;nature,,9
🐀,Rat,ANIMALS & NATURE,U+1F400,,animal;nature;rat,,9
🐿,Chipmunk,ANIMALS & NATURE,U+1F43F,,animal;chipmunk;nature,,9
🦔,hedgehog,ANIMALS & NATURE,U+1F994,,spiny,sonic;prickle;spiky,11.1
🐾,Paw Prints,ANIMALS & NATURE,U+1F43E,,animal;feet;nature;paw;print,dog;puppy,9
🐉,Dragon,ANIMALS & NATURE,U+1F409,,animal;dragon;fairy tale;nature,,9
🐲,Dragon Face,ANIMALS & NATURE,U+1F432,,animal;dragon;face;fairy tale;nature,,9
🌵,Cactus,ANIMALS & NATURE,U+1F335,,cactus;nature;plant,,9
🎄,Christmas Tree,ANIMALS & NATURE,U+1F384,,activity;celebration;christmas;entertainment;object;tree,holidays;winter;festive;,9
🌲,Evergreen Tree,ANIMALS & NATURE,U+1F332,,evergreen;nature;plant;tree,,9
🌳,Deciduous Tree,ANIMALS & NATURE,U+1F333,,deciduous;nature;plant;shedding;tree,,9
🌴,Palm Tree,ANIMALS & NATURE,U+1F334,,nature;palm;plant;tree,tropical;tropics;vacation;relax;,9
🌱,Seedling,ANIMALS & NATURE,U+1F331,,nature;plant;seedling;young,,9
🌿,Herb,ANIMALS & NATURE,U+1F33F,,herb;leaf;nature;plant,,9
☘️,Shamrock,ANIMALS & NATURE,U+2618 U+FE0F,,nature;plant;shamrock,,9
🍀,Four Leaf Clover,ANIMALS & NATURE,U+1F340,,4;clover;four;leaf;nature;plant,good luck,9
🎍,Pine Decoration,ANIMALS & NATURE,U+1F38D,,activity;bamboo;celebration;japanese;object;pine;plant,,9
🎋,Tanabata Tree,ANIMALS & NATURE,U+1F38B,,activity;banner;celebration;entertainment;japanese;object;tree,,9
🍃,Leaf Fluttering in Wind,ANIMALS & NATURE,U+1F343,,blow;flutter;leaf;nature;plant;wind,,9
🍂,Fallen Leaf,ANIMALS & NATURE,U+1F342,,falling;leaf;nature;plant,,9
🍁,Maple Leaf,ANIMALS & NATURE,U+1F341,,falling;leaf;maple;nature;plant,,9
🍄,Mushroom,ANIMALS & NATURE,U+1F344,,mushroom;nature;plant,,9
🐚,Spiral Shell,ANIMALS & NATURE,U+1F41A,,animal;nature;shell;spiral,,9
🌾,Ear of Rice,ANIMALS & NATURE,U+1F33E,,ear;nature;plant;rice,,9
💐,Bouquet,ANIMALS & NATURE,U+1F490,,bouquet;flower;nature;object;place;plant;romance,,9
🌷,Tulip,ANIMALS & NATURE,U+1F337,,flower;nature;plant;tulip,,9
🌹,Rose,ANIMALS & NATURE,U+1F339,,flower;nature;plant;rose,,9
🥀,Wilted Flower,ANIMALS & NATURE,U+1F940,,flower;wilted,,10.2
🌺,Hibiscus,ANIMALS & NATURE,U+1F33A,,flower;hibiscus;nature;plant,,9
🌸,Cherry Blossom,ANIMALS & NATURE,U+1F338,,blossom;cherry;flower;nature;plant,,9
🌼,Blossom,ANIMALS & NATURE,U+1F33C,,blossom;flower;nature;plant,,9
🌻,Sunflower,ANIMALS & NATURE,U+1F33B,,flower;nature;plant;sun;sunflower,,9
🌞,Sun With Face,ANIMALS & NATURE,U+1F31E,,bright;face;nature;place;space;sun;weather,,9
🌝,Full Moon With Face,ANIMALS & NATURE,U+1F31D,,bright;face;full;moon;nature;place;space;weather,,9
🌛,First Quarter Moon With Face,ANIMALS & NATURE,U+1F31B,,face;moon;nature;place;quarter;space;weather,,9
🌜,Last Quarter Moon With Face,ANIMALS & NATURE,U+1F31C,,face;moon;nature;place;quarter;space;weather,,9
🌚,New Moon With Face,ANIMALS & NATURE,U+1F31A,,face;moon;nature;place;space;time;weather,creepy,9
🌕,Full Moon Symbol,ANIMALS & NATURE,U+1F315,,full;moon;nature;place;space;time;weather,,9
🌖,Waning Gibbous Moon Symbol,ANIMALS & NATURE,U+1F316,,gibbous;moon;nature;place;space;time;waning;weather,,9
🌗,Last Quarter Moon Symbol,ANIMALS & NATURE,U+1F317,,moon;nature;place;quarter;space;time;weather,,9
🌘,Waning Crescent Moon Symbol,ANIMALS & NATURE,U+1F318,,crescent;moon;nature;place;space;time;waning;weather,,9
🌑,New Moon Symbol,ANIMALS & NATURE,U+1F311,,dark;moon;nature;place;space;time;weather,,9
🌒,Waxing Crescent Moon Symbol,ANIMALS & NATURE,U+1F312,,crescent;moon;nature;place;space;time;waxing;weather,,9
🌓,First Quarter Moon Symbol,ANIMALS & NATURE,U+1F313,,moon;nature;place;quarter;space;time;weather,,9
🌔,Waxing Gibbous Moon Symbol,ANIMALS & NATURE,U+1F314,,gibbous;moon;nature;place;space;time;waxing;weather,,9
🌙,Crescent Moon,ANIMALS & NATURE,U+1F319,,crescent;moon;nature;place;space;time;weather,,9
🌎,Earth Globe Americas,ANIMALS & NATURE,U+1F30E,,americas;earth;globe;nature;place;world,,9
🌍,Earth Globe Europe-Africa,ANIMALS & NATURE,U+1F30D,,africa;earth;europe;globe;nature;place;world,,9
🌏,Earth Globe Asia-Australia,ANIMALS & NATURE,U+1F30F,,asia;australia;earth;globe;nature;place;world,,9
💫,Dizzy Symbol,ANIMALS & NATURE,U+1F4AB,,comic;dizzy;emotion;person;star,,9
⭐️,White Medium Star,ANIMALS & NATURE,U+2B50 U+FE0F,,nature;place;star,,9
🌟,Glowing Star,ANIMALS & NATURE,U+1F31F,,glittery;glow;object;place;shining;sparkle;star,,9
✨,Sparkles,ANIMALS & NATURE,U+2728,,emotion;entertainment;object;sign;sparkle;star,,9
⚡️,High Voltage Sign,ANIMALS & NATURE,U+26A1 U+FE0F,,danger;electric;electricity;lightning;nature;symbol;voltage;zap,,9
☄️,Comet,ANIMALS & NATURE,U+2604 U+FE0F,,comet;object;space,,9
💥,Collision Symbol,ANIMALS & NATURE,U+1F4A5,,boom;collision;comic;emotion;person,,9
🔥,Fire,ANIMALS & NATURE,U+1F525,,fire;flame;object;tool,,9
🌪,Cloud With Tornado,ANIMALS & NATURE,U+1F32A,,cloud;nature;tornado;weather,,9
